REGION,PROVINCIA,DISTRITO,LOCALIDAD
CUSCO,ESPINAR,ALTO PICHIGUA,CRUZ PATA
CUSCO,ESPINAR,ALTO PICHIGUA,DIQUE
CUSCO,ESPINAR,ALTO PICHIGUA,HECTOR TEJADA - NEAREST 2KM
CUSCO,ESPINAR,ALTO PICHIGUA,HUANGARUMA
CUSCO,ESPINAR,ALTO PICHIGUA,HUISAPUGIO
CUSCO,ESPINAR,ALTO PICHIGUA,HUISCACHANI
CUSCO,ESPINAR,ALTO PICHIGUA,ISLAICOCHA
CUSCO,ESPINAR,ALTO PICHIGUA,JAHUNUMA (LAURICUNCA)
CUSCO,ESPINAR,ALTO PICHIGUA,JAMACHUMANA
CUSCO,ESPINAR,ALTO PICHIGUA,KANAMARCA
CUSCO,ESPINAR,ALTO PICHIGUA,LLOQUETA
CUSCO,ESPINAR,ALTO PICHIGUA,LOROCACHI
CUSCO,ESPINAR,ALTO PICHIGUA,MACARI - NEAREST 2KM
CUSCO,ESPINAR,ALTO PICHIGUA,MACHUCANA
CUSCO,ESPINAR,ALTO PICHIGUA,MOYOCCOCHA
CUSCO,ESPINAR,ALTO PICHIGUA,MULLUCURANI
CUSCO,ESPINAR,ALTO PICHIGUA,PATILLANI
CUSCO,ESPINAR,ALTO PICHIGUA,PICHACANI
CUSCO,ESPINAR,ALTO PICHIGUA,PICHIGUA - NEAREST 2KM
CUSCO,ESPINAR,ALTO PICHIGUA,POCPOQUELLA
CUSCO,ESPINAR,ALTO PICHIGUA,QAQSATA
CUSCO,ESPINAR,ALTO PICHIGUA,SAN GENARO
CUSCO,ESPINAR,ALTO PICHIGUA,TORCCA
CUSCO,ESPINAR,ALTO PICHIGUA,TORCCA CHICO
CUSCO,ESPINAR,ALTO PICHIGUA,VARILLANI
CUSCO,ESPINAR,ALTO PICHIGUA,VELAMOCCO
CUSCO,ESPINAR,ALTO PICHIGUA,VILAGRO
CUSCO,ESPINAR,ALTO PICHIGUA,YAHUARMAYO
CUSCO,ESPINAR,ALTO PICHIGUA,YAULIPATA
CUSCO,ESPINAR,CONDOROMA,ACCO
CUSCO,ESPINAR,CONDOROMA,ACCOCCATA
CUSCO,ESPINAR,CONDOROMA,ACCOYCHINCA
CUSCO,ESPINAR,CONDOROMA,ALCCAYCHO
CUSCO,ESPINAR,CONDOROMA,ANDOMA
CUSCO,ESPINAR,CONDOROMA,AUQUIRANA
CUSCO,ESPINAR,CONDOROMA,CALLALLI - NEAREST 2KM
CUSCO,ESPINAR,CONDOROMA,CAPICALLE
CUSCO,ESPINAR,CONDOROMA,CATAZUMA
CUSCO,ESPINAR,CONDOROMA,CCACCAPATA
CUSCO,ESPINAR,CONDOROMA,CCOCHACCASA
CUSCO,ESPINAR,CONDOROMA,CCOCHACCUCHO
CUSCO,ESPINAR,CONDOROMA,CHALLHUANI
CUSCO,ESPINAR,CONDOROMA,CHAMALLA
CUSCO,ESPINAR,CONDOROMA,CHAPILLANE
CUSCO,ESPINAR,CONDOROMA,CHAPINE
CUSCO,ESPINAR,CONDOROMA,CHECCA PUCARA
CUSCO,ESPINAR,CONDOROMA,CHOCCO
CUSCO,ESPINAR,CONDOROMA,CHOSICANI
CUSCO,ESPINAR,CONDOROMA,CHULLO
CUSCO,ESPINAR,CONDOROMA,CONDORATINA
CUSCO,ESPINAR,CONDOROMA,CONDORI
CUSCO,ESPINAR,CONDOROMA,CONDOROMA - NEAREST 2KM
CUSCO,ESPINAR,CONDOROMA,CONDORSAYANA
CUSCO,ESPINAR,CONDOROMA,CUCURANI
CUSCO,ESPINAR,CONDOROMA,HACHATA
CUSCO,ESPINAR,CONDOROMA,HECTOR TEJADA - NEAREST 2KM
CUSCO,ESPINAR,CONDOROMA,HUAILLATUYO
CUSCO,ESPINAR,CONDOROMA,HUALLATANI
CUSCO,ESPINAR,CONDOROMA,HUASACHILA
CUSCO,ESPINAR,CONDOROMA,HULLCANA
CUSCO,ESPINAR,CONDOROMA,JAPU WASI
CUSCO,ESPINAR,CONDOROMA,JAPUCHOCCO
CUSCO,ESPINAR,CONDOROMA,JARUCCAPASO
CUSCO,ESPINAR,CONDOROMA,JHAJATILLA
CUSCO,ESPINAR,CONDOROMA,JIRINDA
CUSCO,ESPINAR,CONDOROMA,LA COLORADA
CUSCO,ESPINAR,CONDOROMA,LARCCACCATA
CUSCO,ESPINAR,CONDOROMA,LLAVINUTA
CUSCO,ESPINAR,CONDOROMA,MAYO TUYOC
CUSCO,ESPINAR,CONDOROMA,MICHAMICHANI
CUSCO,ESPINAR,CONDOROMA,MUNAYPATA
CUSCO,ESPINAR,CONDOROMA,OCUVIRI - NEAREST 2KM
CUSCO,ESPINAR,CONDOROMA,OSCOLLO
CUSCO,ESPINAR,CONDOROMA,PACOBAMBA
CUSCO,ESPINAR,CONDOROMA,PACOLACA
CUSCO,ESPINAR,CONDOROMA,PALCCATERA
CUSCO,ESPINAR,CONDOROMA,PAMPA YACCASO
CUSCO,ESPINAR,CONDOROMA,PARPAHUALA
CUSCO,ESPINAR,CONDOROMA,PATAUCCO
CUSCO,ESPINAR,CONDOROMA,PHAUSA
CUSCO,ESPINAR,CONDOROMA,PUCUYTA PAUCCARA
CUSCO,ESPINAR,CONDOROMA,PUCUYUTA
CUSCO,ESPINAR,CONDOROMA,PUMAHUASI
CUSCO,ESPINAR,CONDOROMA,PURO PURO
CUSCO,ESPINAR,CONDOROMA,PUTUQUILLA
CUSCO,ESPINAR,CONDOROMA,QQUELLO CANCHA
CUSCO,ESPINAR,CONDOROMA,QULTA
CUSCO,ESPINAR,CONDOROMA,SACSA
CUSCO,ESPINAR,CONDOROMA,SACSA ALEGRIA
CUSCO,ESPINAR,CONDOROMA,SACSAPATA
CUSCO,ESPINAR,CONDOROMA,SANTA BARBARA QUELLO QUELLO
CUSCO,ESPINAR,CONDOROMA,SOROCCA
CUSCO,ESPINAR,CONDOROMA,SURAMAYO
CUSCO,ESPINAR,CONDOROMA,SURAN CHACA
CUSCO,ESPINAR,CONDOROMA,TAMBO
CUSCO,ESPINAR,CONDOROMA,TINQUICANCHA
CUSCO,ESPINAR,CONDOROMA,TOLAPATA
CUSCO,ESPINAR,CONDOROMA,TREBOL
CUSCO,ESPINAR,CONDOROMA,URAY YURACCANCHA
CUSCO,ESPINAR,COPORAQUE,ACCOPUGIO
CUSCO,ESPINAR,COPORAQUE,ACHACUIRI
CUSCO,ESPINAR,COPORAQUE,ACHAHUI CENTRO
CUSCO,ESPINAR,COPORAQUE,ALCCAMARINA
CUSCO,ESPINAR,COPORAQUE,ALTO PUCACANCHA
CUSCO,ESPINAR,COPORAQUE,ANTACCASA
CUSCO,ESPINAR,COPORAQUE,ANTIO
CUSCO,ESPINAR,COPORAQUE,ANTUYO
CUSCO,ESPINAR,COPORAQUE,APACHACO
CUSCO,ESPINAR,COPORAQUE,AUCCARANA
CUSCO,ESPINAR,COPORAQUE,AYPULLANI
CUSCO,ESPINAR,COPORAQUE,BAJO MAYOCHULLO
CUSCO,ESPINAR,COPORAQUE,BAJO OQUEHUIRI
CUSCO,ESPINAR,COPORAQUE,CALAMINAYOC
CUSCO,ESPINAR,COPORAQUE,CALLEJONPAMPA
CUSCO,ESPINAR,COPORAQUE,CAYLLOMA - NEAREST 2KM
CUSCO,ESPINAR,COPORAQUE,CCACCOYO
CUSCO,ESPINAR,COPORAQUE,CCASANUMA
CUSCO,ESPINAR,COPORAQUE,CCAYQUERE
CUSCO,ESPINAR,COPORAQUE,CCOCHAPATA
CUSCO,ESPINAR,COPORAQUE,CCONOMAYO
CUSCO,ESPINAR,COPORAQUE,CCOTAHUATA
CUSCO,ESPINAR,COPORAQUE,CCOTOHUAYCCO
CUSCO,ESPINAR,COPORAQUE,CCOTOTO
CUSCO,ESPINAR,COPORAQUE,CCOYANI
CUSCO,ESPINAR,COPORAQUE,CHACCO DOS
CUSCO,ESPINAR,COPORAQUE,CHACO
CUSCO,ESPINAR,COPORAQUE,CHALLHUANA
CUSCO,ESPINAR,COPORAQUE,CHALLQUI
CUSCO,ESPINAR,COPORAQUE,CHECANI PUCARA
CUSCO,ESPINAR,COPORAQUE,CHECCA - NEAREST 2KM
CUSCO,ESPINAR,COPORAQUE,CHILARANA
CUSCO,ESPINAR,COPORAQUE,CHILAYO
CUSCO,ESPINAR,COPORAQUE,CHILLUICHUMA
CUSCO,ESPINAR,COPORAQUE,CHOCCOMAYO
CUSCO,ESPINAR,COPORAQUE,CHONOQUENAYOC
CUSCO,ESPINAR,COPORAQUE,CHORRILLO
CUSCO,ESPINAR,COPORAQUE,CHUANUMA
CUSCO,ESPINAR,COPORAQUE,CHUIQUINA
CUSCO,ESPINAR,COPORAQUE,CHULLO
CUSCO,ESPINAR,COPORAQUE,CHULLUMAYO
CUSCO,ESPINAR,COPORAQUE,CHUNONOCCO CHILA
CUSCO,ESPINAR,COPORAQUE,CHUPAHUINA
CUSCO,ESPINAR,COPORAQUE,CILLUYO
CUSCO,ESPINAR,COPORAQUE,COLLPAUMA
CUSCO,ESPINAR,COPORAQUE,COMPINI
CUSCO,ESPINAR,COPORAQUE,CONDORCCACCA
CUSCO,ESPINAR,COPORAQUE,CONDORHUASI
CUSCO,ESPINAR,COPORAQUE,COPORAQUE - NEAREST 2KM
CUSCO,ESPINAR,COPORAQUE,CURO
CUSCO,ESPINAR,COPORAQUE,ESCALERA
CUSCO,ESPINAR,COPORAQUE,FALCONUYOQ
CUSCO,ESPINAR,COPORAQUE,FORESTAL
CUSCO,ESPINAR,COPORAQUE,HACHACCOLLO
CUSCO,ESPINAR,COPORAQUE,HATUNTIANA
CUSCO,ESPINAR,COPORAQUE,HUACCALLUYO
CUSCO,ESPINAR,COPORAQUE,HUANCALLPE
CUSCO,ESPINAR,COPORAQUE,HUANCASAYA
CUSCO,ESPINAR,COPORAQUE,HUARCAYA
CUSCO,ESPINAR,COPORAQUE,HUASAPAMPA
CUSCO,ESPINAR,COPORAQUE,HUAYLLANI
CUSCO,ESPINAR,COPORAQUE,HUAYLLUMAYO
CUSCO,ESPINAR,COPORAQUE,HUCHUYHUAYCCO
CUSCO,ESPINAR,COPORAQUE,HUECCO PAMPA
CUSCO,ESPINAR,COPORAQUE,HUECCOCCATA
CUSCO,ESPINAR,COPORAQUE,HUICHI
CUSCO,ESPINAR,COPORAQUE,HUISALLULLO
CUSCO,ESPINAR,COPORAQUE,ICHANUMA
CUSCO,ESPINAR,COPORAQUE,ICHOCCOLLO
CUSCO,ESPINAR,COPORAQUE,IRAPANA
CUSCO,ESPINAR,COPORAQUE,ISCAYRUMIYOC
CUSCO,ESPINAR,COPORAQUE,ISCUCHACA
CUSCO,ESPINAR,COPORAQUE,ITUNA
CUSCO,ESPINAR,COPORAQUE,JAPUMAYU
CUSCO,ESPINAR,COPORAQUE,KERHUA
CUSCO,ESPINAR,COPORAQUE,KIMPI
CUSCO,ESPINAR,COPORAQUE,KUYO
CUSCO,ESPINAR,COPORAQUE,LAUCA
CUSCO,ESPINAR,COPORAQUE,LLACHUNE
CUSCO,ESPINAR,COPORAQUE,LLANK UPE
CUSCO,ESPINAR,COPORAQUE,LLUSKA CCACCA
CUSCO,ESPINAR,COPORAQUE,LONGERIA
CUSCO,ESPINAR,COPORAQUE,MACHACANIA
CUSCO,ESPINAR,COPORAQUE,MACHACCOYO
CUSCO,ESPINAR,COPORAQUE,MAICHA
CUSCO,ESPINAR,COPORAQUE,MALLCUSAMANA
CUSCO,ESPINAR,COPORAQUE,MANQUERI
CUSCO,ESPINAR,COPORAQUE,MAYOTINCO
CUSCO,ESPINAR,COPORAQUE,MORMONTANI
CUSCO,ESPINAR,COPORAQUE,MOROCAHUA
CUSCO,ESPINAR,COPORAQUE,MOROCAYLLA
CUSCO,ESPINAR,COPORAQUE,MOROCCOTA
CUSCO,ESPINAR,COPORAQUE,OTANA
CUSCO,ESPINAR,COPORAQUE,PALLCA PAMPA
CUSCO,ESPINAR,COPORAQUE,PAMPA BLANCA
CUSCO,ESPINAR,COPORAQUE,PATILLANI
CUSCO,ESPINAR,COPORAQUE,PAUTINA
CUSCO,ESPINAR,COPORAQUE,PHAUSA
CUSCO,ESPINAR,COPORAQUE,PHINAYA
CUSCO,ESPINAR,COPORAQUE,PROGRESO
CUSCO,ESPINAR,COPORAQUE,PUCACANCHA
CUSCO,ESPINAR,COPORAQUE,PUCARA (HUAYLLONCCA)
CUSCO,ESPINAR,COPORAQUE,PUCCACCASA
CUSCO,ESPINAR,COPORAQUE,PULPERA
CUSCO,ESPINAR,COPORAQUE,PUQUIOCUTO
CUSCO,ESPINAR,COPORAQUE,QQUELLO CCACCA
CUSCO,ESPINAR,COPORAQUE,QUEBRADA HONDA
CUSCO,ESPINAR,COPORAQUE,QUELLO HUMA
CUSCO,ESPINAR,COPORAQUE,SALLACUCHO
CUSCO,ESPINAR,COPORAQUE,SALLOCCOLLO
CUSCO,ESPINAR,COPORAQUE,SANTA ANA
CUSCO,ESPINAR,COPORAQUE,SANTA BARBARA
CUSCO,ESPINAR,COPORAQUE,SANTA ROSA
CUSCO,ESPINAR,COPORAQUE,SOQJA
CUSCO,ESPINAR,COPORAQUE,SORAPATA
CUSCO,ESPINAR,COPORAQUE,SOYTOCCO
CUSCO,ESPINAR,COPORAQUE,SUCHUNA
CUSCO,ESPINAR,COPORAQUE,SURA
CUSCO,ESPINAR,COPORAQUE,SURAPAMPA
CUSCO,ESPINAR,COPORAQUE,SURO OCCO
CUSCO,ESPINAR,COPORAQUE,TACCACCA
CUSCO,ESPINAR,COPORAQUE,TAHUARPALCCA CENTRAL
CUSCO,ESPINAR,COPORAQUE,TALLCOMAYO
CUSCO,ESPINAR,COPORAQUE,TALTAPATA
CUSCO,ESPINAR,COPORAQUE,TAMBO MATTE
CUSCO,ESPINAR,COPORAQUE,TANAYA
CUSCO,ESPINAR,COPORAQUE,TAQUIPALCA
CUSCO,ESPINAR,COPORAQUE,THURPA ALTO
CUSCO,ESPINAR,COPORAQUE,TINTANA
CUSCO,ESPINAR,COPORAQUE,TISCO - NEAREST 2KM
CUSCO,ESPINAR,COPORAQUE,TOCUIRE
CUSCO,ESPINAR,COPORAQUE,TOMADERO
CUSCO,ESPINAR,COPORAQUE,TOROMANI
CUSCO,ESPINAR,COPORAQUE,TOTO ROCCO
CUSCO,ESPINAR,COPORAQUE,TOTORA PATA
CUSCO,ESPINAR,COPORAQUE,TRES FLORES
CUSCO,ESPINAR,COPORAQUE,TTAJRACANCHA
CUSCO,ESPINAR,COPORAQUE,TUCSA
CUSCO,ESPINAR,COPORAQUE,TURPA CENTRAL
CUSCO,ESPINAR,COPORAQUE,UMAHUALA
CUSCO,ESPINAR,COPORAQUE,UTHANA
CUSCO,ESPINAR,COPORAQUE,VELILLE - NEAREST 2KM
CUSCO,ESPINAR,COPORAQUE,VERDON
CUSCO,ESPINAR,COPORAQUE,VILCANOTA
CUSCO,ESPINAR,COPORAQUE,VISCACHANI
CUSCO,ESPINAR,COPORAQUE,YURAQ CCACCA
CUSCO,ESPINAR,ESPINAR,AEROPUERTO
CUSCO,ESPINAR,ESPINAR,AGRARIO
CUSCO,ESPINAR,ESPINAR,ALTO HANCCOLLAHUA
CUSCO,ESPINAR,ESPINAR,AYPULLANI
CUSCO,ESPINAR,ESPINAR,CAJARANI
CUSCO,ESPINAR,ESPINAR,CALA CALA
CUSCO,ESPINAR,ESPINAR,CALLEJONPAMPA
CUSCO,ESPINAR,ESPINAR,CALUYO OLLACHICA
CUSCO,ESPINAR,ESPINAR,CAMA
CUSCO,ESPINAR,ESPINAR,CAQUENCURA
CUSCO,ESPINAR,ESPINAR,CCAYOCCAYO
CUSCO,ESPINAR,ESPINAR,CCOCHAPATA
CUSCO,ESPINAR,ESPINAR,CCOLLPAUMA
CUSCO,ESPINAR,ESPINAR,CCONAMURO
CUSCO,ESPINAR,ESPINAR,CHACCO DOS
CUSCO,ESPINAR,ESPINAR,CHALLCHA
CUSCO,ESPINAR,ESPINAR,CHAPI CHULLO
CUSCO,ESPINAR,ESPINAR,CHAPICUCHO
CUSCO,ESPINAR,ESPINAR,CHHOSICCANI
CUSCO,ESPINAR,ESPINAR,CHOQUEPITO
CUSCO,ESPINAR,ESPINAR,CHULLOROTA
CUSCO,ESPINAR,ESPINAR,CHULLUPATA
CUSCO,ESPINAR,ESPINAR,COYME PAMPA
CUSCO,ESPINAR,ESPINAR,ESPINAR (YAURI) - NEAREST 2KM
CUSCO,ESPINAR,ESPINAR,HANCCOLLAHUA
CUSCO,ESPINAR,ESPINAR,HILACHOQUE
CUSCO,ESPINAR,ESPINAR,HUACALLUYO (SUERO CENTRO)
CUSCO,ESPINAR,ESPINAR,HUACHANCIRCA
CUSCO,ESPINAR,ESPINAR,HUACSITIANA
CUSCO,ESPINAR,ESPINAR,HUALLANTERA
CUSCO,ESPINAR,ESPINAR,HUANCARUMA
CUSCO,ESPINAR,ESPINAR,HUARA HUARA
CUSCO,ESPINAR,ESPINAR,HUARCA
CUSCO,ESPINAR,ESPINAR,HUARCA CENTRO
CUSCO,ESPINAR,ESPINAR,HUATACOLLO
CUSCO,ESPINAR,ESPINAR,HUAYLLUMAYO
CUSCO,ESPINAR,ESPINAR,HUILLCARANI
CUSCO,ESPINAR,ESPINAR,HUINI
CUSCO,ESPINAR,ESPINAR,HUISA FUNDO HUINI
CUSCO,ESPINAR,ESPINAR,HUISAPUGIO
CUSCO,ESPINAR,ESPINAR,JAPU
CUSCO,ESPINAR,ESPINAR,JATARANA
CUSCO,ESPINAR,ESPINAR,MUNAYPATA
CUSCO,ESPINAR,ESPINAR,NUEVA ESPERANZA
CUSCO,ESPINAR,ESPINAR,OCORURO - NEAREST 2KM
CUSCO,ESPINAR,ESPINAR,OJRAYA
CUSCO,ESPINAR,ESPINAR,PARACCAY
CUSCO,ESPINAR,ESPINAR,PARARANI
CUSCO,ESPINAR,ESPINAR,PARQUE LOMAYO
CUSCO,ESPINAR,ESPINAR,PATILLANE
CUSCO,ESPINAR,ESPINAR,PHINAYAPAMPA
CUSCO,ESPINAR,ESPINAR,PHYTO PATA
CUSCO,ESPINAR,ESPINAR,PUCARA
CUSCO,ESPINAR,ESPINAR,PUCRUTANA
CUSCO,ESPINAR,ESPINAR,PULPERA
CUSCO,ESPINAR,ESPINAR,QACHACHI
CUSCO,ESPINAR,ESPINAR,QUECHUAS
CUSCO,ESPINAR,ESPINAR,QUIMSA CHATA
CUSCO,ESPINAR,ESPINAR,QUINSA CANCHA
CUSCO,ESPINAR,ESPINAR,QUISITERA
CUSCO,ESPINAR,ESPINAR,RIMACHI
CUSCO,ESPINAR,ESPINAR,SAIHUACCATA
CUSCO,ESPINAR,ESPINAR,SAN JOSE
CUSCO,ESPINAR,ESPINAR,SAN MARTIN
CUSCO,ESPINAR,ESPINAR,SAYCUTA
CUSCO,ESPINAR,ESPINAR,SOL NACIENTE
CUSCO,ESPINAR,ESPINAR,SUCAMARCA
CUSCO,ESPINAR,ESPINAR,TAMBORANI
CUSCO,ESPINAR,ESPINAR,TAYLLE
CUSCO,ESPINAR,ESPINAR,TOCSAMAYO
CUSCO,ESPINAR,ESPINAR,UMAHUALA
CUSCO,ESPINAR,ESPINAR,URBAYANI
CUSCO,ESPINAR,ESPINAR,YANACANCHA
CUSCO,ESPINAR,ESPINAR,YANACCOLLPA
CUSCO,ESPINAR,ESPINAR,YUCRAPAMPA
CUSCO,ESPINAR,ESPINAR,YURACCASA
CUSCO,ESPINAR,OCORURO,ACCOYUTA
CUSCO,ESPINAR,OCORURO,ACHASERCA
CUSCO,ESPINAR,OCORURO,ALCAMARINA
CUSCO,ESPINAR,OCORURO,ALTO HUILLOMA
CUSCO,ESPINAR,OCORURO,AMALPINA
CUSCO,ESPINAR,OCORURO,ANTASAYA
CUSCO,ESPINAR,OCORURO,ARCO PUNCO
CUSCO,ESPINAR,OCORURO,ARCOPUNCO
CUSCO,ESPINAR,OCORURO,CALANCO
CUSCO,ESPINAR,OCORURO,CALANCO ALTO
CUSCO,ESPINAR,OCORURO,CALLUTA
CUSCO,ESPINAR,OCORURO,CANCHITAYOC
CUSCO,ESPINAR,OCORURO,CCACCAPATA
CUSCO,ESPINAR,OCORURO,CCORAHUATA
CUSCO,ESPINAR,OCORURO,CHECCONE
CUSCO,ESPINAR,OCORURO,CHECTACHANCARA
CUSCO,ESPINAR,OCORURO,CHILA
CUSCO,ESPINAR,OCORURO,CHILA PUCARA
CUSCO,ESPINAR,OCORURO,CHINGONI INTI CHOQUE
CUSCO,ESPINAR,OCORURO,CHINGUNI INTICHOQUE
CUSCO,ESPINAR,OCORURO,CONDOR SAYANA
CUSCO,ESPINAR,OCORURO,CONDOROMA - NEAREST 2KM
CUSCO,ESPINAR,OCORURO,COTACOTA
CUSCO,ESPINAR,OCORURO,FLORIDA
CUSCO,ESPINAR,OCORURO,HECTOR TEJADA - NEAREST 2KM
CUSCO,ESPINAR,OCORURO,HUALCA
CUSCO,ESPINAR,OCORURO,HUALLCANA(WILCANA ALASANA)
CUSCO,ESPINAR,OCORURO,HUARACHA
CUSCO,ESPINAR,OCORURO,HUARACONI SICSILLANI
CUSCO,ESPINAR,OCORURO,HUARAYANI
CUSCO,ESPINAR,OCORURO,HUASACHILA
CUSCO,ESPINAR,OCORURO,JAMPATUMA CHICO
CUSCO,ESPINAR,OCORURO,JAMPATUMA GRANDE
CUSCO,ESPINAR,OCORURO,JARUMA CHARANDERA
CUSCO,ESPINAR,OCORURO,JARUMAYO
CUSCO,ESPINAR,OCORURO,KINSACHATA
CUSCO,ESPINAR,OCORURO,LLACTU
CUSCO,ESPINAR,OCORURO,LLICTA
CUSCO,ESPINAR,OCORURO,MICHAMICHANI
CUSCO,ESPINAR,OCORURO,OCORURO - NEAREST 2KM
CUSCO,ESPINAR,OCORURO,PARINA
CUSCO,ESPINAR,OCORURO,PESQUEOTANA
CUSCO,ESPINAR,OCORURO,SAPANMURO
CUSCO,ESPINAR,OCORURO,SONCCO PATA
CUSCO,ESPINAR,OCORURO,TACUYO
CUSCO,ESPINAR,OCORURO,TORREMAYO
CUSCO,ESPINAR,OCORURO,TUTAPANA
CUSCO,ESPINAR,OCORURO,URA HUILLOMA
CUSCO,ESPINAR,OCORURO,YURACCASA
CUSCO,ESPINAR,PALLPATA,AJOYANI ALTO
CUSCO,ESPINAR,PALLPATA,ALCCAMARES
CUSCO,ESPINAR,PALLPATA,ALPACOMANA
CUSCO,ESPINAR,PALLPATA,ALTO - KACTA
CUSCO,ESPINAR,PALLPATA,ALTO JAYUNI
CUSCO,ESPINAR,PALLPATA,ANTA ALTO (UNION ANTA)
CUSCO,ESPINAR,PALLPATA,ARCOPUNCO
CUSCO,ESPINAR,PALLPATA,AYMAMAYO
CUSCO,ESPINAR,PALLPATA,CABUYUTA
CUSCO,ESPINAR,PALLPATA,CALANCO ALTO
CUSCO,ESPINAR,PALLPATA,CALUYO OLLACHICA
CUSCO,ESPINAR,PALLPATA,CASA PERLA
CUSCO,ESPINAR,PALLPATA,CCAJA
CUSCO,ESPINAR,PALLPATA,CCANCCAHUANI CHICO
CUSCO,ESPINAR,PALLPATA,CCANCO MAYO
CUSCO,ESPINAR,PALLPATA,CHACSILLA ALTA
CUSCO,ESPINAR,PALLPATA,CHANCARANI
CUSCO,ESPINAR,PALLPATA,CHANIMAYO
CUSCO,ESPINAR,PALLPATA,CHECTACHANCARA
CUSCO,ESPINAR,PALLPATA,CHIPTA
CUSCO,ESPINAR,PALLPATA,CPR
CUSCO,ESPINAR,PALLPATA,ESPERANZA
CUSCO,ESPINAR,PALLPATA,ESPIRILLA
CUSCO,ESPINAR,PALLPATA,FORARANI - PUCARA
CUSCO,ESPINAR,PALLPATA,HANCCOCCAHUA
CUSCO,ESPINAR,PALLPATA,HECTOR TEJADA - NEAREST 2KM
CUSCO,ESPINAR,PALLPATA,HUACROYUTA MARQUIRI
CUSCO,ESPINAR,PALLPATA,HUANACUYO KASILLO
CUSCO,ESPINAR,PALLPATA,HUANQQUERE
CUSCO,ESPINAR,PALLPATA,HUARACHAPAMPA
CUSCO,ESPINAR,PALLPATA,HUAYNASI
CUSCO,ESPINAR,PALLPATA,HUSTIA
CUSCO,ESPINAR,PALLPATA,JAPO CENTRAL
CUSCO,ESPINAR,PALLPATA,JARUMA AMAYANI
CUSCO,ESPINAR,PALLPATA,JARUMA CCANCCAHUANI
CUSCO,ESPINAR,PALLPATA,JARUMA CHARANDERA
CUSCO,ESPINAR,PALLPATA,JARUMA CHARAPURA
CUSCO,ESPINAR,PALLPATA,JARUMA CHILLAJE HUAYQO
CUSCO,ESPINAR,PALLPATA,JARUMA KINSACHULLO
CUSCO,ESPINAR,PALLPATA,JARUMA KISIMOQO
CUSCO,ESPINAR,PALLPATA,JARUMA LECCO
CUSCO,ESPINAR,PALLPATA,JARUMA NUEVA ESPERANZA
CUSCO,ESPINAR,PALLPATA,JARUMA PATA CHAQUELLA
CUSCO,ESPINAR,PALLPATA,JARUMA QOLLPA
CUSCO,ESPINAR,PALLPATA,JARUMA SALLANI
CUSCO,ESPINAR,PALLPATA,JARUMA SERQUILLANI
CUSCO,ESPINAR,PALLPATA,JARUMA SORA
CUSCO,ESPINAR,PALLPATA,JARUMA SORA MAYO
CUSCO,ESPINAR,PALLPATA,JARUMA SORUMA
CUSCO,ESPINAR,PALLPATA,JARUMA SUTUNTA ALTA
CUSCO,ESPINAR,PALLPATA,JARUMA SUTUNTA BAJA
CUSCO,ESPINAR,PALLPATA,JARUMA TOQLLA PATILLANI
CUSCO,ESPINAR,PALLPATA,JAYUNI HANCCOHUARAQO
CUSCO,ESPINAR,PALLPATA,JAYUNI HUANCCORALLANA
CUSCO,ESPINAR,PALLPATA,JAYUNI HUAYLLAPATA
CUSCO,ESPINAR,PALLPATA,JAYUNI KINSA PUJIO
CUSCO,ESPINAR,PALLPATA,JAYUNI SAYWA SIRCA
CUSCO,ESPINAR,PALLPATA,JAYUNI VILANTA
CUSCO,ESPINAR,PALLPATA,KARPANA CHULLUPATA
CUSCO,ESPINAR,PALLPATA,KASILLO MAYO
CUSCO,ESPINAR,PALLPATA,KATAWINA WAYRACPUNCO
CUSCO,ESPINAR,PALLPATA,LLAIQUEPAMPA
CUSCO,ESPINAR,PALLPATA,LLALLI - NEAREST 2KM
CUSCO,ESPINAR,PALLPATA,MAMANOCCA
CUSCO,ESPINAR,PALLPATA,MILLPU
CUSCO,ESPINAR,PALLPATA,OCORURO - NEAREST 2KM
CUSCO,ESPINAR,PALLPATA,PACOHUANCCO
CUSCO,ESPINAR,PALLPATA,PAMPACCOTA SALLANI
CUSCO,ESPINAR,PALLPATA,PARCUYO
CUSCO,ESPINAR,PALLPATA,PRADO - ESPERANZA
CUSCO,ESPINAR,PALLPATA,PUCARA EMILIA
CUSCO,ESPINAR,PALLPATA,PUCARA KANTERCANA KASILLO
CUSCO,ESPINAR,PALLPATA,PUJUNI
CUSCO,ESPINAR,PALLPATA,PUKA HUALLPA
CUSCO,ESPINAR,PALLPATA,RANCHO SOSAYA
CUSCO,ESPINAR,PALLPATA,RIMACHI
CUSCO,ESPINAR,PALLPATA,SAPANMURO
CUSCO,ESPINAR,PALLPATA,SORAQOTA
CUSCO,ESPINAR,PALLPATA,TACOPATA
CUSCO,ESPINAR,PALLPATA,TAHUACTU
CUSCO,ESPINAR,PALLPATA,TAHUANI
CUSCO,ESPINAR,PALLPATA,TARUKAMARCA JARUMA
CUSCO,ESPINAR,PALLPATA,TAYPEPATA
CUSCO,ESPINAR,PALLPATA,TOQO CANCHA
CUSCO,ESPINAR,PALLPATA,TORCCA
CUSCO,ESPINAR,PALLPATA,TORREMAYO
CUSCO,ESPINAR,PALLPATA,TURMANA
CUSCO,ESPINAR,PALLPATA,VISCACHANI
